"","Player","Nation","Pos","Squad","Age","League","Year","FWPred"
"902","B. Ssenyonga","Rarita","FWMF","Mad Cardinals",26,"RFL","2020",14.8889666666667
"671","V. Rubio","Varijitri Isles","DFFW","Deferred Dolphins",30,"E","2020",14.8912
"598","C. Reuben","Sobianitedrucy","FWMF","Punctual Fire",29,"D","2020",14.8959666666667
"760","V. Hou","Nganion","FW","Polar Kangaroos",17,"E","2020",14.9086333333333
"1767","I. Alghamdi","Varijitri Isles","FWMF","Punctual Leopards",23,"E","2021",14.9103333333333
"832","S. Nakasi","Nganion","MFFW","Swift Bison",22,"E","2020",14.9355
"871","H. Ebrahimi","Rarita","FW","Educated Avengers",17,"RFL","2020",14.9402666666667
"477","M. Muhindo","Rarita","MFFW","Ultimate Longhorns",25,"C","2020",14.9551666666667
"362","F. Lemaire","Landli Blicporlip","FW","Fiery Governors",28,"C","2020",14.9704666666667
"1173","D. Tshuma","Coastpa Barleslands","FW","Simple Jayhawks",25,"B","2021",14.9745666666667
"1809","N. Namataka","Janmico","MFFW","Screaming Ramblers",18,"E","2021",14.9869333333333
"1882","B. Mutasa","Rarita","FW","Serious Buffaloes",19,"RFL","2021",14.9996
"1050","J. Hakim","People's Land of Maneau","FW","Stacked Rocks",16,"A","2021",15.0003333333333
"84","M. Villa","Coastpa Barleslands","FW","Punctual Rustlers",29,"A","2020",15.0073
"554","C. Reuben","Sobianitedrucy","FWMF","Hideous Spartans",29,"D","2020",15.0185666666667
"769","E. Walsh","Nganion","FW","Punctual Leopards",21,"E","2020",15.0401333333333
"396","A. Lekuru","Leoneku Guidisia","FWMF","Mean Trolls",21,"C","2020",15.0432
"1564","X. Simi?","Sobianitedrucy","FW","Marvelous Patriots",26,"D","2021",15.0473666666667
"1620","H. Olowo","Nganion","DFFW","Strange Pioneers",20,"D","2021",15.0895333333333
"1280","L. Chandia","Dosqaly","FW","Wet Monarchs",32,"B","2021",15.1042333333333
"377","U. Ojiambo","Esia","FW","Little Lollipops",20,"C","2020",15.1112333333333
"1075","T. Jabarin","Dosqaly","FW","Flawless Cows",18,"B","2021",15.1144
"143","Y. Mutema","Nganion","FW","Flawless Cows",26,"B","2020",15.1272666666667
"703","T. Jiu","Nganion","FWMF","Flying Penguins",32,"E","2020",15.1503333333333
"1714","Q. Salehi","Nganion","FW","Mad Bees",31,"E","2021",15.1702333333333
"321","I. Matsinhe","Dosqaly","DFFW","Wet Monarchs",20,"B","2020",15.1753666666667
"26","A. Schmitt","People's Land of Maneau","FW","Great Galactic Gorgons",33,"A","2020",15.176
"534","F. O'Reilly","Moaithe","FW","Fighting Wave",20,"D","2020",15.1888
"1189","P. Otto","Dosqaly","FWDF","Simple Privateers",30,"B","2021",15.1922666666667
"1109","B. Okyere","Dosqaly","FWDF","Grotesque Rocks",21,"B","2021",15.1973333333333
"1667","C. Schmidt","Nganion","FW","Delta Colts",21,"E","2021",15.1988
"29","Q. Ayerango","Southslands","FWMF","Great Galactic Gorgons",24,"A","2020",15.2025
"1240","R. Nor","Dosqaly","FW","Unaccountable Foxes",17,"B","2021",15.2247
"1282","S. Gwenzi","Pierrema","FW","Wet Monarchs",26,"B","2021",15.2255666666667
"673","W. Sardar","Nganion","FW","Deferred Dolphins",22,"E","2020",15.2357666666667
"1164","K. Guerra","Dosqaly","FWMF","Serious Thunderbirds",20,"B","2021",15.2548333333333
"1828","J. Elsayed","Nganion","MFFW","Swift Bison",28,"E","2021",15.2751333333333
"1859","M. Hasani","People's Land of Maneau","FW","Mad Wolverines",31,"RFL","2021",15.2819
"386","J. Schmitz","Central Republic of Boekrainego","MFFW","Marvelous Anchors",24,"C","2020",15.3215
"1361","H. Nuraeni","Republic of Denand Landsa","FWMF","Mean Trolls",23,"C","2021",15.3360333333333
"959","W. Swee","People's Land of Maneau","FW","Great Galactic Gorgons",20,"A","2021",15.3403
"13","K. Turyahabwe","People's Land of Maneau","FW","Fighting Cougars",35,"A","2020",15.3519666666667
"198","R. Ibrahimovi?","Dosqaly","FW","Lady Ocelots",21,"B","2020",15.3692666666667
"1640","O. Suzuki","Sobianitedrucy","FWMF","Wet Flames",19,"D","2021",15.3703666666667
"493","X. Namuyanja","Esia","MFFW","Weak Chargers",17,"C","2020",15.3855333333333
"858","I. Tabu","Rarita","FW","Black Coyotes",17,"RFL","2020",15.3976
"1379","R. Nakuya","Tito Mia","FWMF","Red Artichokes",27,"C","2021",15.3983666666667
"1072","J. Wan","People's Land of Maneau","MFFW","Weak Tornadoes",24,"A","2021",15.3996
"1428","T. Sarkar","Unicorporated Tiagascar","FW","Supreme Jaguars",35,"C","2021",15.4007
"955","R. Lambert","Ngoque Blicri","FW","Great Galactic Gorgons",23,"A","2021",15.4243333333333
"474","J. Matsui","Rosvi","FW","Ultimate Longhorns",19,"C","2020",15.4501
"1738","X. Bekher","Lylimi","FWMF","Orange Giants",28,"E","2021",15.4525
"22","S. Pérez","Byasier Pujan","FW","Great Galactic Gorgons",22,"A","2020",15.4544666666667
"228","E. Okonkwo","Coastpa Barleslands","FW","Simple Jayhawks",19,"B","2020",15.4545333333333
"1554","C. Mukiibi","Bernepamar","FW","Marvelous Heels",24,"D","2021",15.4547333333333
"1544","H. Akot","Deshslands Landdenhai","FW","Hideous Spartans",23,"D","2021",15.4647333333333
"1426","C. Paramar","Redohrainbri","FW","Supreme Jaguars",18,"C","2021",15.4697333333333
"1811","U. Kizito","Nganion","MFFW","Screaming Ramblers",30,"E","2021",15.4784
"1018","R. Arai","Varijitri Isles","FW","Punctual Rustlers",29,"A","2021",15.4787333333333
"287","K. binti Ali","Dosqaly","FW","Unaccountable Foxes",19,"B","2020",15.4846666666667
"758","K. Mirza","Nganion","FW","Polar Kangaroos",18,"E","2020",15.5269
"41","M. Abur","Moaithe","FW","Horrible Grizzlies",17,"A","2020",15.5428333333333
"1420","A. Nantege","Lefghau","DFFW","Supreme Jaguars",25,"C","2021",15.5654666666667
"1148","K. Katongole","Dosqaly","FW","Overconfident Kangaroos",17,"B","2021",15.5702
"109","X. Bekher","Lylimi","FWMF","Somber Bombers",27,"A","2020",15.5711666666667
"1768","L. Tusiime","Janmico","MFFW","Punctual Leopards",19,"E","2021",15.5930666666667
"9","U. Pichler","Quewenia","MFFW","Fanatical Outlaws",22,"A","2020",15.6288
"211","U. Cardoso","Slandsganiamayotteque","FW","Overconfident Kangaroos",23,"B","2020",15.6308333333333
"166","Q. Ssemwogerere","Dosqaly","FW","Grotesque Rocks",32,"B","2020",15.6665333333333
"1652","Q. D'angelo","Rosvi","FWMF","Big Foxes",27,"E","2021",15.6869333333333
"1162","U. Rees","Dosqaly","FW","Serious Thunderbirds",32,"B","2021",15.7013666666667
"945","W. Nabatanzi","Esia","FW","Fighting Cougars",19,"A","2021",15.7221
"1736","S. Layet","Nganion","FW","Orange Giants",21,"E","2021",15.7501
"1537","O. Acayo","Sobianitedrucy","FW","Flying Bombadiers",16,"D","2021",15.7637666666667
"1431","M. Colombo","Djipines","FWMF","Supreme Jaguars",19,"C","2021",15.7694333333333
"771","O. Atwine","Janmico","FWMF","Punctual Leopards",25,"E","2020",15.7851666666667
"148","A. Samanya","Czechnor","FWMF","Glistening Paladins",26,"B","2020",15.8290666666667
"1899","F. Andreassen","Rarita","FWMF","Strong Oaks",28,"RFL","2021",15.9266333333333
"1387","Q. Nantume","Lylimi","MFFW","Red Artichokes",24,"C","2021",15.9858
"113","L. End?","Dosqaly","FW","Stacked Rocks",24,"A","2020",15.9992
"1536","B. Bernardi","Sobianitedrucy","FW","Flying Bombadiers",19,"D","2021",16.0112333333333
"833","F. Harutyunyan","Central Namemo Laand","FW","Swift Marauders",21,"E","2020",16.0144
"562","Z. Osei","Sobianitedrucy","FW","Marvelous Heels",18,"D","2020",16.0296666666667
"223","H. Winkler","Saintu","FWMF","Serious Thunderbirds",28,"B","2020",16.0316
"970","N. Gheorghe","Republic of Denand Landsa","FW","Green Fleet",31,"A","2021",16.0405
"1256","L. Zamani","Dosqaly","FW","Villainous Eagles",21,"B","2021",16.0442666666667
"1856","B. Adongo","Rarita","FWMF","Educated Avengers",17,"RFL","2021",16.0691
"1485","A. Al-Qahtani","Byasier Pujan","FW","Wicked Gentlefolk",16,"C","2021",16.0880666666667
"1283","M. Ramírez","Reugha","FW","Wet Monarchs",20,"B","2021",16.1121666666667
"636","C. Ková?","Loco Phirema","MFFW","Serious Ranchers",26,"D","2020",16.1191666666667
"1547","R. Aisu","Dosqaly","FWMF","Hideous Spartans",20,"D","2021",16.1262666666667
"1015","C. Namutebi","People's Land of Maneau","FW","Punctual Rustlers",31,"A","2021",16.1414333333333
"1146","E. Akwii","Dosqaly","FW","Overconfident Kangaroos",18,"B","2021",16.1477
"1657","E. Okello","Nganion","FW","Deferred Dolphins",21,"E","2021",16.1642666666667
"1239","D. Atyang","Dosqaly","FW","Unaccountable Foxes",20,"B","2021",16.1704666666667
"599","Z. Moreira","Sobianitedrucy","FWMF","Punctual Fire",23,"D","2020",16.1754666666667
"23","J. Krajnc","Djipines","FW","Great Galactic Gorgons",27,"A","2020",16.1814666666667
"216","K. Guerra","Dosqaly","FW","Serious Thunderbirds",19,"B","2020",16.1915
"488","I. Ly","Esia","FWMF","Weak Chargers",19,"C","2020",16.2095333333333
"52","M. Adoch","United Provinces of Somoe","FW","Horrible Storm",26,"A","2020",16.2604666666667
"1669","T. Sinaga","Rarita","FWMF","Delta Colts",24,"E","2021",16.2969
"1538","O. Mor","Sobianitedrucy","FW","Flying Bombadiers",18,"D","2021",16.3427333333333
"1205","R. binti Mohamed","Coastpa Barleslands","FWDF","Solemn Leopards",20,"B","2021",16.3507333333333
"939","I. Kamukama","Lefghau","FWMF","Fanatical Outlaws",27,"A","2021",16.3645666666667
"1292","G. Chee","Deshslands Landdenhai","FW","Awkward Trailblazers",20,"C","2021",16.3768666666667
"123","X. Hasanovi?","People's Land of Maneau","FW","Sugar Storm",18,"A","2020",16.4126
"880","I. Ndebele","Rarita","FWMF","Golden Cadets",21,"RFL","2020",16.4184333333333
"1506","N. Magombo","Sobianitedrucy","FW","Coy Sunbirds",27,"D","2021",16.4503333333333
"1837","U. Jansons","Nganion","FWMF","Ultimate Penguins",26,"E","2021",16.4919333333333
"451","M. Colombo","Djipines","FWMF","Supreme Jaguars",18,"C","2020",16.5352333333333
"1745","D. Ebrahimi","Nganion","FW","Plane Janes",20,"E","2021",16.5467
"987","X. Yau","People's Land of Maneau","FW","Horrible Storm",18,"A","2021",16.5657
"339","B. Ionescu","Esia","FWMF","Awkward Trailblazers",17,"C","2020",16.6769333333333
"883","C. Ková?","Loco Phirema","MFFW","Golden Cadets",26,"RFL","2020",16.7975666666667
"443","C. Richard","Esia","MFFW","Spicy Gophers",27,"C","2020",16.8365666666667
"1740","G. Orlando","Nganion","FWMF","Orange Giants",21,"E","2021",16.9862
"1777","R. Flores","Western Niasland","FWMF","Rabid Greyhounds",25,"E","2021",17.0353
"1693","I. Mukisa","Lylimi","FWMF","Hideous Spiders",34,"E","2021",17.0508
"977","J. Wan","People's Land of Maneau","FW","Horrible Grizzlies",24,"A","2021",17.2763333333333
"1496","C. Haruna","Tucamna","FW","Coy Catamarans",20,"D","2021",17.6512666666667
